AOI Statistics (for each user),,,,,,,,,,,
Text ID, AOI ID, AOI Name, User ID, User Name, User Gender, Time to 1st View (sec), Time Viewed (sec), Time Viewed (%), Fixations (#), Revisits (#), 
,,<s>,,,,,,,,,
1,1795, because,5, AD, F,12.484,0.128,0.251,1,0, 
1,1795, because,6, MG, M,6.016,0.416,0.688,2,1, 
1,1795, because,17, AH, F,4.563,0.96,2.367,2,2, 
1,1795, because,18, KH, M,6.188,0.16,0.815,3,1, 
1,1795, because,19, NG, F,3.75,0.624,1.278,4,3, 
1,1795, because,26, AT, M,4.25,0.624,1.41,2,1, 
1,1795, because,31, AM, M,5.625,0.064,0.148,1,0, 
1,1795, because,32, AC, F,2.5,0.304,1.322,5,3, 
1,1795, because,33, RE, M,2.531,0.56,1.017,6,5, 
1,1796, you,5, AD, F,12.609,0.08,0.157,1,0, 
1,1796, you,6, MG, M,13.5,0.096,0.159,2,1, 
1,1796, you,17, AH, F,8.156,0.192,0.473,2,1, 
1,1796, you,18, KH, M,6.313,0.064,0.326,1,0, 
1,1796, you,19, NG, F,9.125,0.304,0.623,3,3, 
1,1796, you,26, AT, M,4.75,0.144,0.325,2,1, 
1,1796, you,31, AM, M,-1,0,0,0,0, 
1,1796, you,32, AC, F,4.75,0.08,0.348,3,2, 
1,1796, you,33, RE, M,2.516,0.208,0.378,3,2, 
1,1797, injured,5, AD, F,7.719,0.032,0.063,1,0, 
1,1797, injured,6, MG, M,7.219,0.272,0.45,2,1, 
1,1797, injured,17, AH, F,5.5,0.144,0.355,3,2, 
1,1797, injured,18, KH, M,6.375,0.064,0.326,1,0, 
1,1797, injured,19, NG, F,4.313,0.4,0.819,5,5, 
1,1797, injured,26, AT, M,4.875,0.224,0.506,1,0, 
1,1797, injured,31, AM, M,6.375,0.432,1.002,2,1, 
1,1797, injured,32, AC, F,4.813,0.272,1.183,2,1, 
1,1797, injured,33, RE, M,11.039,0.08,0.145,2,1, 
1,1798, your,5, AD, F,-1,0,0,0,0, 
1,1798, your,6, MG, M,7.563,0.112,0.185,1,0, 
1,1798, your,17, AH, F,5.75,0.336,0.828,1,0, 
1,1798, your,18, KH, M,6.5,0.064,0.326,1,0, 
1,1798, your,19, NG, F,4.438,0.24,0.492,4,3, 
1,1798, your,26, AT, M,5.438,0.016,0.036,1,0, 
1,1798, your,31, AM, M,7,0.208,0.482,2,2, 
1,1798, your,32, AC, F,6.625,0.016,0.07,1,0, 
1,1798, your,33, RE, M,-1,0,0,0,0, 
1,1799, leg,5, AD, F,-1,0,0,0,0, 
1,1799, leg,6, MG, M,-1,0,0,0,0, 
1,1799, leg,17, AH, F,-1,0,0,0,0, 
1,1799, leg,18, KH, M,6.563,0.112,0.571,2,1, 
1,1799, leg,19, NG, F,4.625,0.016,0.033,1,0, 
1,1799, leg,26, AT, M,5.125,0.272,0.615,1,0, 
1,1799, leg,31, AM, M,6.875,0.112,0.26,1,0, 
1,1799, leg,32, AC, F,-1,0,0,0,0, 
1,1799, leg,33, RE, M,-1,0,0,0,0, 
,,</s>,,,,,,,,,
,,<s>,,,,,,,,,
1,1800, According,5, AD, F,13.672,0.176,0.345,3,1, 
1,1800, According,6, MG, M,15.047,0.288,0.477,3,2, 
1,1800, According,17, AH, F,6.188,0.416,1.026,3,2, 
1,1800, According,18, KH, M,4.188,0.096,0.489,1,0, 
1,1800, According,19, NG, F,21.125,0.32,0.656,2,0, 
1,1800, According,26, AT, M,5.875,0.352,0.795,3,2, 
1,1800, According,31, AM, M,12.375,1.008,2.337,3,3, 
1,1800, According,32, AC, F,7.625,0.016,0.07,1,0, 
1,1800, According,33, RE, M,12.523,0.096,0.174,2,1, 
1,1801, to,5, AD, F,9.672,0.144,0.283,2,1, 
1,1801, to,6, MG, M,8.469,0.464,0.768,2,2, 
1,1801, to,17, AH, F,6.188,0.112,0.276,3,3, 
1,1801, to,18, KH, M,4.125,0.192,0.978,2,1, 
1,1801, to,19, NG, F,16.5,0.368,0.754,3,3, 
1,1801, to,26, AT, M,9.938,0.16,0.362,1,1, 
1,1801, to,31, AM, M,-1,0,0,0,0, 
1,1801, to,32, AC, F,5.375,0.128,0.557,2,2, 
1,1801, to,33, RE, M,12.375,0.32,0.581,2,1, 
1,1802, doctors,5, AD, F,9.531,0.592,1.162,3,3, 
1,1802, doctors,6, MG, M,8.578,0.112,0.185,3,3, 
1,1802, doctors,17, AH, F,6.906,0.144,0.355,2,1, 
1,1802, doctors,18, KH, M,7.063,0.176,0.897,1,1, 
1,1802, doctors,19, NG, F,16.875,0.16,0.328,3,2, 
1,1802, doctors,26, AT, M,6.125,0.208,0.47,2,1, 
1,1802, doctors,31, AM, M,7.813,0.448,1.039,2,1, 
1,1802, doctors,32, AC, F,5.313,0.192,0.835,3,2, 
1,1802, doctors,33, RE, M,8,0.288,0.523,2,2, 
1,1803, however,5, AD, F,9.922,0.32,0.628,5,4, 
1,1803, however,6, MG, M,9.219,0.272,0.45,3,3, 
1,1803, however,17, AH, F,9.688,0.08,0.197,1,0, 
1,1803, however,18, KH, M,-1,0,0,0,0, 
1,1803, however,19, NG, F,21.688,0.4,0.819,2,0, 
1,1803, however,26, AT, M,10.563,0.448,1.012,2,1, 
1,1803, however,31, AM, M,8.375,0.224,0.519,3,3, 
1,1803, however,32, AC, F,7.063,0.112,0.487,2,1, 
1,1803, however,33, RE, M,12.258,0.464,0.843,5,4, 
1,1804, many,5, AD, F,11.188,0.896,1.758,5,5, 
1,1804, many,6, MG, M,10.25,0.016,0.026,1,0, 
1,1804, many,17, AH, F,-1,0,0,0,0, 
1,1804, many,18, KH, M,5.313,0.144,0.734,2,2, 
1,1804, many,19, NG, F,7.438,0.32,0.656,5,4, 
1,1804, many,26, AT, M,-1,0,0,0,0, 
1,1804, many,31, AM, M,8.625,0.8,1.855,4,4, 
1,1804, many,32, AC, F,7.25,0.064,0.278,2,1, 
1,1804, many,33, RE, M,4.602,0.32,0.581,6,7, 
1,1805, sports,5, AD, F,14.797,0.176,0.345,1,0, 
1,1805, sports,6, MG, M,-1,0,0,0,0, 
1,1805, sports,17, AH, F,7.313,0.144,0.355,3,2, 
1,1805, sports,18, KH, M,5.188,0.192,0.978,2,1, 
1,1805, sports,19, NG, F,17.313,0.256,0.524,4,3, 
1,1805, sports,26, AT, M,-1,0,0,0,0, 
1,1805, sports,31, AM, M,12.313,0.064,0.148,3,2, 
1,1805, sports,32, AC, F,7.375,0.144,0.626,1,0, 
1,1805, sports,33, RE, M,8.953,0.752,1.366,4,4, 
1,1806, injuries,5, AD, F,-1,0,0,0,0, 
1,1806, injuries,6, MG, M,5,0.416,0.688,4,3, 
1,1806, injuries,17, AH, F,7.188,0.112,0.276,2,1, 
1,1806, injuries,18, KH, M,9.875,0.032,0.163,1,0, 
